id,title,description,link,image_link,availability,price,brand,mpn,identifier_exists,condition,google_product_category,product_type
5TFM-42HN/OUT,"Наружный блок ROYAL CLIMA 5TFM-42HN/OUT, 42000 BTU, 5 комн.","Наружный блок ROYAL CLIMA, серия MULTI GAMMA EU ERP: 42 000 BTU, на площадь до 122 м², инверторный компрессор, класс энергоэффективности не присваивается, мощность охлаждения 3,805 (0,73 - 5,40) кВт, мощность обогрева 3,384 (0,80 - 5,40) кВт, диапазон обогрева −20…+30 °C, шум внутреннего блока 60 дБ(А), SEER 6,10, SCOP 4,00, производство — КНР, артикул 5TFM-42HN/OUT. ROYAL CLIMA 5TFM-42HN/OUT — наружный модуль мульти сплит-системы серии MULTI GAMMA EU ERP (R32 инвертор). Холодопроизводительность 42 000 BTU, до 5 внутренних блоков, суммарная площадь до 122 м². Совместим с внутренними настенными блоками ROYAL CLIMA серии MULTI GAMMA (GLORIA, ATTICA NERO, PERFETTO) — по данным производителя. Один наружный блок на несколько комнат. Монтаж, пусконаладка и сервис в Алматы и области — ИП «ТехноХолод», +7 (700) 036-93-69.",https://tehnoholod369.kz/tproduct/328263157094-naruzhnyy-blok-royal-clima-5tfm-42hn-out-42000-btu-5-komn,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/royal-clima/2dfm-14hn-out.jpg,backorder,880500.00 KZT,ROYAL CLIMA,5TFM-42HN/OUT,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мультисплит-системы
5DFM-42HN/OUT,"Наружный блок ROYAL CLIMA 5DFM-42HN/OUT, 42000 BTU, 5 комн.","Наружный блок ROYAL CLIMA, серия MULTI GAMMA EU ERP Inverter: 42 000 BTU, на площадь до 123 м², инверторный компрессор, класс энергоэффективности не присваивается, мощность охлаждения 3,615 (0,45 - 4,50) кВт, мощность обогрева 3,535 (0,55 - 4,70) кВт, диапазон обогрева −20…+30 °C, шум внутреннего блока 63 дБ(А), SEER 6,90, SCOP 4,30, производство — КНР, артикул 5DFM-42HN/OUT. ROYAL CLIMA 5DFM-42HN/OUT — наружный модуль мульти сплит-системы серии MULTI GAMMA EU ERP Inverter (R32 инвертор). Холодопроизводительность 42 000 BTU, до 5 внутренних блоков, суммарная площадь до 123 м². Совместим с внутренними настенными блоками ROYAL CLIMA серии MULTI GAMMA (GLORIA, ATTICA NERO, PERFETTO) — по данным производителя. Один наружный блок на несколько комнат. Монтаж, пусконаладка и сервис в Алматы и области — ИП «ТехноХолод», +7 (700) 036-93-69.",https://tehnoholod369.kz/tproduct/894536426914-naruzhnyy-blok-royal-clima-5dfm-42hn-out-42000-btu-5-komn,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/royal-clima/2dfm-14hn-out.jpg,backorder,887500.00 KZT,ROYAL CLIMA,5DFM-42HN/OUT,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мультисплит-системы
2RMN-14HN/OUT,"Наружный блок ROYAL CLIMA 2RMN-14HN/OUT, 14000 BTU, 2 комн.","Наружный блок ROYAL CLIMA, серия MULTI FLEXI EU ERP: 14 000 BTU, на площадь до 41 м², инверторный компрессор, класс энергоэффективности не присваивается, мощность охлаждения 1,270 (0,10 - 1,65) кВт, мощность обогрева 1,185 (0,22 - 1,62) кВт, диапазон обогрева −15…+24 °C, шум внутреннего блока 56 дБ(А), SEER 6,80, SCOP 4,00, производство — КНР, артикул 2RMN-14HN/OUT. ROYAL CLIMA 2RMN-14HN/OUT — наружный модуль мульти сплит-системы серии MULTI FLEXI EU ERP (R32 инвертор). Холодопроизводительность 14 000 BTU, до 2 внутренних блоков, суммарная площадь до 41 м². Совместим с внутренними блоками ROYAL CLIMA серии MULTI FLEXI (FELICITA, TRIUMPH, VENTURO NERO) — по данным производителя. Один наружный блок на несколько комнат. Монтаж, пусконаладка и сервис в Алматы и области — ИП «ТехноХолод», +7 (700) 036-93-69.",https://tehnoholod369.kz/tproduct/215430280294-naruzhnyy-blok-royal-clima-2rmn-14hn-out-14000-btu-2-komn,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/royal-clima/2rmn-14hn-out.jpg,backorder,334400.00 KZT,ROYAL CLIMA,2RMN-14HN/OUT,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мультисплит-системы
2RMN-18HN/OUT,"Наружный блок ROYAL CLIMA 2RMN-18HN/OUT, 18000 BTU, 2 комн.","Наружный блок ROYAL CLIMA, серия MULTI FLEXI EU ERP: 18 000 BTU, на площадь до 52,8 м², инверторный компрессор, класс энергоэффективности не присваивается, мощность охлаждения 1,635 (0,69 - 2,00) кВт, мощность обогрева 1,500 (0,60 - 1,78) кВт, диапазон обогрева −15…+24 °C, шум внутреннего блока 54 дБ(А), SEER 6,1, SCOP 4,00, производство — КНР, артикул 2RMN-18HN/OUT. ROYAL CLIMA 2RMN-18HN/OUT — наружный модуль мульти сплит-системы серии MULTI FLEXI EU ERP (R32 инвертор). Холодопроизводительность 18 000 BTU, до 2 внутренних блоков, суммарная площадь до 52.8 м². Совместим с внутренними блоками ROYAL CLIMA серии MULTI FLEXI (FELICITA, TRIUMPH, VENTURO NERO) — по данным производителя. Один наружный блок на несколько комнат. Монтаж, пусконаладка и сервис в Алматы и области — ИП «ТехноХолод», +7 (700) 036-93-69.",https://tehnoholod369.kz/tproduct/539714186144-naruzhnyy-blok-royal-clima-2rmn-18hn-out-18000-btu-2-komn,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/royal-clima/2rmn-14hn-out.jpg,backorder,366100.00 KZT,ROYAL CLIMA,2RMN-18HN/OUT,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мультисплит-системы
3RMN-21HN/OUT,"Наружный блок ROYAL CLIMA 3RMN-21HN/OUT, 21000 BTU, 3 комн.","Наружный блок ROYAL CLIMA, серия MULTI FLEXI EU ERP: 21 000 BTU, на площадь до 61,5 м², инверторный компрессор, класс энергоэффективности не присваивается, мощность охлаждения 1,905 (0,18 - 2,20) кВт, мощность обогрева 1,738 (0,35 - 1,80) кВт, диапазон обогрева −15…+24 °C, шум внутреннего блока 58 дБ(А), SEER 6,50, SCOP 4,00, производство — КНР, артикул 3RMN-21HN/OUT. ROYAL CLIMA 3RMN-21HN/OUT — наружный модуль мульти сплит-системы серии MULTI FLEXI EU ERP (R32 инвертор). Холодопроизводительность 21 000 BTU, до 3 внутренних блоков, суммарная площадь до 61.5 м². Совместим с внутренними блоками ROYAL CLIMA серии MULTI FLEXI (FELICITA, TRIUMPH, VENTURO NERO) — по данным производителя. Один наружный блок на несколько комнат. Монтаж, пусконаладка и сервис в Алматы и области — ИП «ТехноХолод», +7 (700) 036-93-69.",https://tehnoholod369.kz/tproduct/735542724354-naruzhnyy-blok-royal-clima-3rmn-21hn-out-21000-btu-3-komn,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/royal-clima/2rmn-14hn-out.jpg,backorder,458600.00 KZT,ROYAL CLIMA,3RMN-21HN/OUT,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мультисплит-системы
3RMN-27HN/OUT,"Наружный блок ROYAL CLIMA 3RMN-27HN/OUT, 27000 BTU, 3 комн.","Наружный блок ROYAL CLIMA, серия MULTI FLEXI EU ERP Inverter: 27 000 BTU, на площадь до 79,1 м², инверторный компрессор, класс энергоэффективности не присваивается, мощность охлаждения 2,45 (0,23 - 3,25) кВт, мощность обогрева 2,21 (0,33 - 2,96) кВт, диапазон обогрева −15…+24 °C, шум внутреннего блока 58 дБ(А), SEER 6,10, SCOP 4,00, производство — КНР, артикул 3RMN-27HN/OUT. ROYAL CLIMA 3RMN-27HN/OUT — наружный модуль мульти сплит-системы серии MULTI FLEXI EU ERP Inverter (R32 инвертор). Холодопроизводительность 27 000 BTU, до 3 внутренних блоков, суммарная площадь до 79.1 м². Совместим с внутренними блоками ROYAL CLIMA серии MULTI FLEXI (FELICITA, TRIUMPH, VENTURO NERO) — по данным производителя. Один наружный блок на несколько комнат. Монтаж, пусконаладка и сервис в Алматы и области — ИП «ТехноХолод», +7 (700) 036-93-69.",https://tehnoholod369.kz/tproduct/504132717134-naruzhnyy-blok-royal-clima-3rmn-27hn-out-27000-btu-3-komn,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/royal-clima/2rmn-14hn-out.jpg,backorder,509400.00 KZT,ROYAL CLIMA,3RMN-27HN/OUT,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мультисплит-системы
4RMX-28HN/OUT,"Наружный блок ROYAL CLIMA 4RMX-28HN/OUT, 28000 BTU, 4 комн.","Наружный блок ROYAL CLIMA, серия MULTI FLEXI EU ERP: 28 000 BTU, на площадь до 82,1 м², инверторный компрессор, класс энергоэффективности не присваивается, мощность охлаждения 2,50 (0,88 - 3,13) кВт, мощность обогрева 2,400 (0,84 - 3,00) кВт, диапазон обогрева −15…+24 °C, шум внутреннего блока 61 дБ(А), SEER 7, SCOP 4,00, производство — КНР, артикул 4RMX-28HN/OUT. ROYAL CLIMA 4RMX-28HN/OUT — наружный модуль мульти сплит-системы серии MULTI FLEXI EU ERP (R32 инвертор). Холодопроизводительность 28 000 BTU, до 4 внутренних блоков, суммарная площадь до 82.1 м². Совместим с внутренними блоками ROYAL CLIMA серии MULTI FLEXI (FELICITA, TRIUMPH, VENTURO NERO) — по данным производителя. Один наружный блок на несколько комнат. Монтаж, пусконаладка и сервис в Алматы и области — ИП «ТехноХолод», +7 (700) 036-93-69.",https://tehnoholod369.kz/tproduct/601072724894-naruzhnyy-blok-royal-clima-4rmx-28hn-out-28000-btu-4-komn,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/royal-clima/2rmn-14hn-out.jpg,in_stock,578600.00 KZT,ROYAL CLIMA,4RMX-28HN/OUT,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мультисплит-системы
4RMX-36HN/OUT,"Наружный блок ROYAL CLIMA 4RMX-36HN/OUT, 36000 BTU, 4 комн.","Наружный блок ROYAL CLIMA, серия MULTI FLEXI EU ERP: 36 000 BTU, на площадь до 105,5 м², инверторный компрессор, класс энергоэффективности не присваивается, мощность охлаждения 3,517 (0,73 - 4,40) кВт, мощность обогрева 2,880 (0,78 - 3,98) кВт, диапазон обогрева −15…+24 °C, шум внутреннего блока 62 дБ(А), SEER 6,5, SCOP 4,00, производство — КНР, артикул 4RMX-36HN/OUT. ROYAL CLIMA 4RMX-36HN/OUT — наружный модуль мульти сплит-системы серии MULTI FLEXI EU ERP (R32 инвертор). Холодопроизводительность 36 000 BTU, до 4 внутренних блоков, суммарная площадь до 105.5 м². Совместим с внутренними блоками ROYAL CLIMA серии MULTI FLEXI (FELICITA, TRIUMPH, VENTURO NERO) — по данным производителя. Один наружный блок на несколько комнат. Монтаж, пусконаладка и сервис в Алматы и области — ИП «ТехноХолод», +7 (700) 036-93-69.",https://tehnoholod369.kz/tproduct/473572334214-naruzhnyy-blok-royal-clima-4rmx-36hn-out-36000-btu-4-komn,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/royal-clima/2rmn-14hn-out.jpg,in_stock,776600.00 KZT,ROYAL CLIMA,4RMX-36HN/OUT,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мультисплит-системы
5RMN-42HN/OUT,"Наружный блок ROYAL CLIMA 5RMN-42HN/OUT, 42000 BTU, 5 комн.","Наружный блок ROYAL CLIMA, серия MULTI FLEXI EU ERP: 42 000 BTU, на площадь до 123,1 м², инверторный компрессор, класс энергоэффективности не присваивается, мощность охлаждения 3,80 (0,68 - 4,27) кВт, мощность обогрева 3,300 (0,68 - 3,92) кВт, диапазон обогрева −15…+24 °C, шум внутреннего блока 64 дБ(А), SEER 6,80, SCOP 3,8, производство — КНР, артикул 5RMN-42HN/OUT. ROYAL CLIMA 5RMN-42HN/OUT — наружный модуль мульти сплит-системы серии MULTI FLEXI EU ERP (R32 инвертор). Холодопроизводительность 42 000 BTU, до 5 внутренних блоков, суммарная площадь до 123.1 м². Совместим с внутренними блоками ROYAL CLIMA серии MULTI FLEXI (FELICITA, TRIUMPH, VENTURO NERO) — по данным производителя. Один наружный блок на несколько комнат. Монтаж, пусконаладка и сервис в Алматы и области — ИП «ТехноХолод», +7 (700) 036-93-69.",https://tehnoholod369.kz/tproduct/264150192734-naruzhnyy-blok-royal-clima-5rmn-42hn-out-42000-btu-5-komn,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/royal-clima/2rmn-14hn-out.jpg,backorder,915100.00 KZT,ROYAL CLIMA,5RMN-42HN/OUT,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мультисплит-системы
5RMH-42HN/OUT,"Наружный блок ROYAL CLIMA 5RMH-42HN/OUT, 42000 BTU, 5 комн.","Наружный блок ROYAL CLIMA, серия MULTI FLEXI EU ERP Inverter LP: 42 000 BTU, на площадь до 123,1 м², инверторный компрессор, класс энергоэффективности не присваивается, мощность охлаждения 3,81 (0,57 - 4,37) кВт, мощность обогрева 3,32 (0,50 - 4,02) кВт, диапазон обогрева −15…+24 °C, шум внутреннего блока 63 дБ(А), SEER 6,70, SCOP 3,80, производство — КНР, артикул 5RMH-42HN/OUT. ROYAL CLIMA 5RMH-42HN/OUT — наружный модуль мульти сплит-системы серии MULTI FLEXI EU ERP Inverter LP (R32 инвертор). Холодопроизводительность 42 000 BTU, до 5 внутренних блоков, суммарная площадь до 123.1 м². Совместим с внутренними блоками ROYAL CLIMA серии MULTI FLEXI (FELICITA, TRIUMPH, VENTURO NERO) — по данным производителя. Один наружный блок на несколько комнат. Монтаж, пусконаладка и сервис в Алматы и области — ИП «ТехноХолод», +7 (700) 036-93-69.",https://tehnoholod369.kz/tproduct/167185087184-naruzhnyy-blok-royal-clima-5rmh-42hn-out-42000-btu-5-komn,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/royal-clima/2rmn-14hn-out.jpg,backorder,927800.00 KZT,ROYAL CLIMA,5RMH-42HN/OUT,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Мультисплит-системы
ES-C 24HREX,"Кондиционер ROYAL CLIMA ES-C 24HREX, 24000 BTU, до 70.3 м²","Кассетная сплит-система ROYAL CLIMA, серия ESPERTO: 24 000 BTU, на площадь до 70,3 м², компрессор On-Off, класс энергоэффективности C/A, диапазон обогрева −7…+24 °C, шум внутреннего блока 37,5 дБ(А), без Wi-Fi, производство — КНР, артикул ES-C 24HREX. ROYAL CLIMA ES-C 24HREX — кассетный сплит-система серии ESPERTO, комплект: ES-C 24HREX/ES-E 24HEX/ES-C pan/2X. Холодопроизводительность 7.03 кВт, теплопроизводительность 7.62 кВт, класс энергоэффективности C/A, уровень шума 37,5/40/45,5 дБ(А). Цена указана за комплект целиком. Монтаж, пусконаладка и сервис в Алматы и области — ИП «ТехноХолод», +7 (700) 036-93-69.",https://tehnoholod369.kz/tproduct/382337333064-kondicioner-royal-clima-es-c-24hrex-24000-btu-do-70-3-m,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/royal-clima/es-c-24hrcx.jpg,backorder,447300.00 KZT,ROYAL CLIMA,ES-C 24HREX,no,new,,Кондиционеры > Кассетные
ES-C 36HREX,"Кондиционер ROYAL CLIMA ES-C 36HREX, 36000 BTU, до 105.5 м²","Кассетная сплит-система ROYAL CLIMA, серия ESPERTO: 36 000 BTU, на площадь до 105,5 м², компрессор On-Off, класс энергоэффективности B/A, диапазон обогрева −7…+24 °C, шум внутреннего блока 45 дБ(А), без Wi-Fi, производство — КНР, артикул ES-C 36HREX. ROYAL CLIMA ES-C 36HREX — кассетный сплит-система серии ESPERTO, комплект: ES-C 36HREX/ES-E 36HEX/ES-C pan/2X. Холодопроизводительность 10.55 кВт, теплопроизводительность 12.4 кВт, класс энергоэффективности B/A, уровень шума 45/49/53 дБ(А). Цена указана за комплект целиком. Монтаж, пусконаладка и сервис в Алматы и области — ИП «ТехноХолод», +7 (700) 036-93-69.",https://tehnoholod369.kz/tproduct/488160001694-kondicioner-royal-clima-es-c-36hrex-36000-btu-do-105-5-m,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/royal-clima/es-c-24hrcx.jpg,backorder,648900.00 KZT,ROYAL CLIMA,ES-C 36HREX,no,new,,Кондиционеры > Кассетные
ES-C 48HREX,"Кондиционер ROYAL CLIMA ES-C 48HREX, 48000 BTU, до 140.7 м²","Кассетная сплит-система ROYAL CLIMA, серия ESPERTO: 48 000 BTU, на площадь до 140,7 м², компрессор On-Off, класс энергоэффективности C/B, диапазон обогрева −7…+24 °C, шум внутреннего блока 50 дБ(А), без Wi-Fi, производство — КНР, артикул ES-C 48HREX. ROYAL CLIMA ES-C 48HREX — кассетный сплит-система серии ESPERTO, комплект: ES-C 48HREX/ES-E 48HEX/ES-C pan/2X. Холодопроизводительность 14.07 кВт, теплопроизводительность 16.3 кВт, класс энергоэффективности C/B, уровень шума 50/52,5/54,5 дБ(А). Цена указана за комплект целиком. Монтаж, пусконаладка и сервис в Алматы и области — ИП «ТехноХолод», +7 (700) 036-93-69.",https://tehnoholod369.kz/tproduct/243281188874-kondicioner-royal-clima-es-c-48hrex-48000-btu-do-140-7-m,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/royal-clima/es-c-24hrcx.jpg,backorder,852500.00 KZT,ROYAL CLIMA,ES-C 48HREX,no,new,,Кондиционеры > Кассетные
ES-C 60HREX,"Кондиционер ROYAL CLIMA ES-C 60HREX, 54000 BTU, до 159.4 м²","Кассетная сплит-система ROYAL CLIMA, серия ESPERTO: 54 000 BTU, на площадь до 159,4 м², компрессор On-Off, класс энергоэффективности D/B, диапазон обогрева −7…+24 °C, шум внутреннего блока 45 дБ(А), без Wi-Fi, производство — КНР, артикул ES-C 60HREX. ROYAL CLIMA ES-C 60HREX — кассетный сплит-система серии ESPERTO, комплект: ES-C 60HREX/ES-E 60HEX/ES-C pan/2X. Холодопроизводительность 16.12 кВт, теплопроизводительность 18.32 кВт, класс энергоэффективности D/B, уровень шума 45/48,5/51,5 дБ(А). Цена указана за комплект целиком. Монтаж, пусконаладка и сервис в Алматы и области — ИП «ТехноХолод», +7 (700) 036-93-69.",https://tehnoholod369.kz/tproduct/530411012914-kondicioner-royal-clima-es-c-60hrex-54000-btu-do-159-4-m,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/royal-clima/es-c-24hrcx.jpg,backorder,937600.00 KZT,ROYAL CLIMA,ES-C 60HREX,no,new,,Кондиционеры > Кассетные
ES-D 24HWEX,"Кондиционер ROYAL CLIMA ES-D 24HWEX, 24000 BTU, до 70.3 м²","Канальная сплит-система ROYAL CLIMA, серия ESPERTO: 24 000 BTU, на площадь до 70,3 м², компрессор On-Off, класс энергоэффективности B/A, диапазон обогрева −7…+24 °C, шум внутреннего блока 34,5 дБ(А), Wi-Fi опционально — модуль докупается, производство — КНР, артикул ES-D 24HWEX. ROYAL CLIMA ES-D 24HWEX — канальный сплит-система серии ESPERTO, комплект: ES-D 24HWEX/ES-E 24HEX. Холодопроизводительность 7.03 кВт, теплопроизводительность 7.91 кВт, класс энергоэффективности B/A, уровень шума 34,5/36/38 дБ(А). Цена указана за комплект целиком. Монтаж, пусконаладка и сервис в Алматы и области — ИП «ТехноХолод», +7 (700) 036-93-69.",https://tehnoholod369.kz/tproduct/455547261834-kondicioner-royal-clima-es-d-24hwex-24000-btu-do-70-3-m,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/royal-clima/es-d-24hwcx.jpg,backorder,495400.00 KZT,ROYAL CLIMA,ES-D 24HWEX,no,new,,Кондиционеры > Канальные
ES-D 36HWEX,"Кондиционер ROYAL CLIMA ES-D 36HWEX, 36000 BTU, до 105.5 м²","Канальная сплит-система ROYAL CLIMA, серия ESPERTO: 36 000 BTU, на площадь до 105,5 м², компрессор On-Off, класс энергоэффективности C/A, диапазон обогрева −7…+24 °C, шум внутреннего блока 40,5 дБ(А), Wi-Fi опционально — модуль докупается, производство — КНР, артикул ES-D 36HWEX. ROYAL CLIMA ES-D 36HWEX — канальный сплит-система серии ESPERTO, комплект: ES-D 36HWEX/ES-E 36HEX. Холодопроизводительность 10.55 кВт, теплопроизводительность 12.31 кВт, класс энергоэффективности C/A, уровень шума 40,5/43/45 дБ(А). Цена указана за комплект целиком. Монтаж, пусконаладка и сервис в Алматы и области — ИП «ТехноХолод», +7 (700) 036-93-69.",https://tehnoholod369.kz/tproduct/453723488974-kondicioner-royal-clima-es-d-36hwex-36000-btu-do-105-5-m,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/royal-clima/es-d-24hwcx.jpg,backorder,645000.00 KZT,ROYAL CLIMA,ES-D 36HWEX,no,new,,Кондиционеры > Канальные
ES-D 48HWEX,"Кондиционер ROYAL CLIMA ES-D 48HWEX, 48000 BTU, до 140.7 м²","Канальная сплит-система ROYAL CLIMA, серия ESPERTO: 48 000 BTU, на площадь до 140,7 м², компрессор On-Off, класс энергоэффективности D/B, диапазон обогрева −7…+24 °C, шум внутреннего блока 41,5 дБ(А), Wi-Fi опционально — модуль докупается, производство — КНР, артикул ES-D 48HWEX. ROYAL CLIMA ES-D 48HWEX — канальный сплит-система серии ESPERTO, комплект: ES-D 48HWEX/ES-E 48HEX. Холодопроизводительность 14.07 кВт, теплопроизводительность 15.83 кВт, класс энергоэффективности D/B, уровень шума 41,5/43,5/46 дБ(А). Цена указана за комплект целиком. Монтаж, пусконаладка и сервис в Алматы и области — ИП «ТехноХолод», +7 (700) 036-93-69.",https://tehnoholod369.kz/tproduct/951312689804-kondicioner-royal-clima-es-d-48hwex-48000-btu-do-140-7-m,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/royal-clima/es-d-24hwcx.jpg,backorder,805900.00 KZT,ROYAL CLIMA,ES-D 48HWEX,no,new,,Кондиционеры > Канальные
ES-D 60HWEX,"Кондиционер ROYAL CLIMA ES-D 60HWEX, 55000 BTU, до 161.2 м²","Канальная сплит-система ROYAL CLIMA, серия ESPERTO: 55 000 BTU, на площадь до 161,2 м², компрессор On-Off, класс энергоэффективности D/A, диапазон обогрева −7…+24 °C, шум внутреннего блока 42 дБ(А), Wi-Fi опционально — модуль докупается, производство — КНР, артикул ES-D 60HWEX. ROYAL CLIMA ES-D 60HWEX — канальный сплит-система серии ESPERTO, комплект: ES-D 60HWEX/ES-E 60HEX. Холодопроизводительность 16.12 кВт, теплопроизводительность 18.17 кВт, класс энергоэффективности D/A, уровень шума 42/44/46 дБ(А). Цена указана за комплект целиком. Монтаж, пусконаладка и сервис в Алматы и области — ИП «ТехноХолод», +7 (700) 036-93-69.",https://tehnoholod369.kz/tproduct/564171827834-kondicioner-royal-clima-es-d-60hwex-55000-btu-do-161-2-m,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/royal-clima/es-d-24hwcx.jpg,backorder,875800.00 KZT,ROYAL CLIMA,ES-D 60HWEX,no,new,,Кондиционеры > Канальные
ES-F 24HREX,"Кондиционер ROYAL CLIMA ES-F 24HREX, 24000 BTU, до 70.3 м²","Напольно-потолочная сплит-система ROYAL CLIMA, серия ESPERTO: 24 000 BTU, на площадь до 70,3 м², компрессор On-Off, класс энергоэффективности C/C, диапазон обогрева −7…+24 °C, шум внутреннего блока 41 дБ(А), без Wi-Fi, производство — КНР, артикул ES-F 24HREX. ROYAL CLIMA ES-F 24HREX — напольно-потолочный сплит-система серии ESPERTO, комплект: ES-F 24HREX/ES-E 24HEX. Холодопроизводительность 7.03 кВт, теплопроизводительность 7.91 кВт, класс энергоэффективности C/C, уровень шума 41/45/50 дБ(А). Цена указана за комплект целиком. Монтаж, пусконаладка и сервис в Алматы и области — ИП «ТехноХолод», +7 (700) 036-93-69.",https://tehnoholod369.kz/tproduct/708084727324-kondicioner-royal-clima-es-f-24hrex-24000-btu-do-70-3-m,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/royal-clima/es-f-24hrcx.jpg,backorder,477100.00 KZT,ROYAL CLIMA,ES-F 24HREX,no,new,,Кондиционеры > Напольно-потолочные
ES-F 36HREX,"Кондиционер ROYAL CLIMA ES-F 36HREX, 36000 BTU, до 105.5 м²","Напольно-потолочная сплит-система ROYAL CLIMA, серия ESPERTO: 36 000 BTU, на площадь до 105,5 м², компрессор On-Off, класс энергоэффективности B/C, диапазон обогрева −7…+24 °C, шум внутреннего блока 48,5 дБ(А), без Wi-Fi, производство — КНР, артикул ES-F 36HREX. ROYAL CLIMA ES-F 36HREX — напольно-потолочный сплит-система серии ESPERTO, комплект: ES-F 36HREX/ES-E 36HEX. Холодопроизводительность 10.55 кВт, теплопроизводительность 12.31 кВт, класс энергоэффективности B/C, уровень шума 48,5/50/52,5 дБ(А). Цена указана за комплект целиком. Монтаж, пусконаладка и сервис в Алматы и области — ИП «ТехноХолод», +7 (700) 036-93-69.",https://tehnoholod369.kz/tproduct/872145361804-kondicioner-royal-clima-es-f-36hrex-36000-btu-do-105-5-m,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/royal-clima/es-f-24hrcx.jpg,backorder,661600.00 KZT,ROYAL CLIMA,ES-F 36HREX,no,new,,Кондиционеры > Напольно-потолочные
ES-F 48HREX,"Кондиционер ROYAL CLIMA ES-F 48HREX, 48000 BTU, до 140.7 м²","Напольно-потолочная сплит-система ROYAL CLIMA, серия ESPERTO: 48 000 BTU, на площадь до 140,7 м², компрессор On-Off, класс энергоэффективности D/B, диапазон обогрева −7…+24 °C, шум внутреннего блока 50,5 дБ(А), без Wi-Fi, производство — КНР, артикул ES-F 48HREX. ROYAL CLIMA ES-F 48HREX — напольно-потолочный сплит-система серии ESPERTO, комплект: ES-F 48HREX/ES-E 48HEX. Холодопроизводительность 14.07 кВт, теплопроизводительность 16.71 кВт, класс энергоэффективности D/B, уровень шума 50,5/52/53,5 дБ(А). Цена указана за комплект целиком. Монтаж, пусконаладка и сервис в Алматы и области — ИП «ТехноХолод», +7 (700) 036-93-69.",https://tehnoholod369.kz/tproduct/549841234124-kondicioner-royal-clima-es-f-48hrex-48000-btu-do-140-7-m,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/royal-clima/es-f-24hrcx.jpg,backorder,795600.00 KZT,ROYAL CLIMA,ES-F 48HREX,no,new,,Кондиционеры > Напольно-потолочные
